id;nombre_es;nombre_en;nombre_fr;es;en ;fr
HV-P02-081;;;;"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span></strong> Roba 1 carta. Puedes anular el debuff de recepción del rival sobre tu receptor de <strong>Karasuno</strong>. Después, +1 a la recepción.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span></strong> Draw 1 card. You may nullify the opponent's reception debuff on your <strong>Karasuno</strong> receiver. Then, +1 to the reception.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span></strong> Piochez 1 carte. Vous pouvez annuler le débuff de réception adverse sur votre réceptionneur de <strong>Karasuno</strong>. Ensuite, +1 à la réception."
HV-P02-082;¡Super Diagonal!;Super Inner Cross!!!;Super Diagonale !!!;"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Remate</span></strong> Roba 1 carta y +1 al remate de <strong>Tanaka Ryunosuke</strong>. </br>Si el rematador es <strong>Tanaka Ryunosuke</strong>, durante el siguiente turno rival, el primer bloqueador de apoyo que coloque irá directamente al trash.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Spike</span></strong> Draw 1 card and +1 to Tanaka Ryunosuke's spike. </br>If the spiker is <strong>Tanaka Ryunosuke</strong>, during the opponent's next turn, the first support blocker they place will go directly to the trash.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Attaque</span></strong> Piochez 1 carte et +1 à l'attaque de <strong>Tanaka Ryunosuke</strong>. </br>Si l'attaquant est <strong>Tanaka Ryunosuke</strong>, pendant le prochain tour adverse, le premier contreur de soutien qu'il place ira directement à la défausse."
HV-P02-084;;;;"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span></strong> Roba 1 carta y +1 a la recepción. Si hay 2 o más cartas de <strong>Inarizaki</strong> jugables en <strong><span style=&quot;color:#e65100&quot;>Saque</span></strong>, <strong><span style=&quot;color:#2e7d32&quot;>Pase</span></strong> o <strong><span style=&quot;color:#c62828&quot;>Remate</span></strong> en tu zona de eventos, +1 adicional a la recepción.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span></strong> Draw 1 card and +1 to the reception. If there are 2 or more <strong>Inarizaki</strong> cards playable in <strong><span style=&quot;color:#e65100&quot;>Serve</span></strong>, <strong><span style=&quot;color:#2e7d32&quot;>Set</span></strong> or <strong><span style=&quot;color:#c62828&quot;>Spike</span></strong> in your event zone, an additional +1 to the reception.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span></strong> Piochez 1 carte et +1 à la réception. S'il y a 2 cartes d'<strong>Inarizaki</strong> ou plus jouables en <strong><span style=&quot;color:#e65100&quot;>Service</span></strong>, <strong><span style=&quot;color:#2e7d32&quot;>Passe</span></strong> ou <strong><span style=&quot;color:#c62828&quot;>Attaque</span></strong> dans votre zone d'événements, +1 supplémentaire à la réception."
HV-P02-085;;;;"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span></strong> +1 a la recepción. Si descartas 1 carta de <strong>Inarizaki</strong> de tu mano, roba 2 cartas.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span></strong> +1 to the reception. If you discard 1 <strong>Inarizaki</strong> card from your hand, draw 2 cards.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span></strong> +1 à la réception. Si vous défaussez 1 carte d'<strong>Inarizaki</strong> de votre main, piochez 2 cartes."
HV-P02-086;Hinchada de Inarizaki;Inarizaki Fans;Supporters d'Inarizaki;"<strong><span style=&quot;background:#e65100; color:white; padding:1px 4px; border-radius:2px;&quot;>Saque</span> <span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span></strong> Solo puedes jugar esta carta si todos tus personajes en juego son de <strong>Inarizaki</strong>. Roba 1 carta. Si estás en fase de saque, durante el próximo turno rival, cada receptor sin habilidad tendrá <strong>-1 a la recepción</strong>. Si tu sacador es <strong>Miya Atsumu</strong>, -1 adicional.";"<strong><span style=&quot;background:#e65100; color:white; padding:1px 4px; border-radius:2px;&quot;>Serve</span> <span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span></strong> You may only play this card if all your characters in play are from <strong>Inarizaki</strong>. Draw 1 card. If you are in the serve phase, during the opponent's next turn, each receiver with no ability will have <strong>-1 to the reception</strong>. If your server is <strong>Miya Atsumu</strong>, an additional -1.";"<strong><span style=&quot;background:#e65100; color:white; padding:1px 4px; border-radius:2px;&quot;>Service</span> <span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span></strong> Vous ne pouvez jouer cette carte que si tous vos personnages en jeu sont d'<strong>Inarizaki</strong>. Piochez 1 carte. Si vous êtes en phase de service, pendant le prochain tour adverse, chaque réceptionneur sans capacité aura <strong>-1 à la réception</strong>. Si votre serveur est <strong>Miya Atsumu</strong>, -1 supplémentaire."
HV-P02-087;¡Justo donde tenía que ir!;Right where it had to go!;Juste là où il fallait !;"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Remate</span></strong> Roba 1 carta. Si tu colocador es <strong>Miya Atsumu</strong> y tu rematador es <strong>Miya Osamu</strong>, puedes: </br>· Buscar 1 <strong>Miya Atsumu</strong> del GUTS de pase y añadirlo a la jugada actual.</br>· Buscar 1 <strong>Miya Osamu</strong> del GUTS de remate y añadirlo a la jugada actual.</br>· Añade +1 al ataque de esta jugada.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Spike</span></strong> Draw 1 card. If your setter is <strong>Miya Atsumu</strong> and your spiker is <strong>Miya Osamu</strong>, you may: </br>· Search for 1 <strong>Miya Atsumu</strong> from the set GUTS and add it to the current play.</br>· Search for 1 <strong>Miya Osamu</strong> from the spike GUTS and add it to the current play.</br>· Add +1 to the attack of this play.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Attaque</span></strong> Piochez 1 carte. Si votre passeur est <strong>Miya Atsumu</strong> et votre attaquant est <strong>Miya Osamu</strong>, vous pouvez : </br>· Chercher 1 <strong>Miya Atsumu</strong> dans le GUTS de passe et l'ajouter à l'action actuelle.</br>· Chercher 1 <strong>Miya Osamu</strong> dans le GUTS d'attaque et l'ajouter à l'action actuelle.</br>· Ajouter +1 à l'attaque de cette action."
HV-P02-088;Ataque rápido de los gemelos: Tempo negativo!!!;Twin's quick attack: Negative Tempo!!!;Attaque rapide des jumeaux : Tempo négatif !!!;"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Remate</span></strong> Roba 1 carta y +1 al ataque. Si tu colocador es <strong>Miya Osamu</strong> y tu rematador es <strong>Miya Atsumu</strong>, durante el próximo turno rival, el rival no podrá jugar eventos de <strong><span style=&quot;color:#424242&quot;>Bloqueo</span></strong>.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Spike</span></strong> Draw 1 card and +1 to the attack. If your setter is <strong>Miya Osamu</strong> and your spiker is <strong>Miya Atsumu</strong>, during the opponent's next turn, the opponent will not be able to play <strong><span style=&quot;color:#424242&quot;>Block</span></strong> type events.";"<strong><span style=&quot;background:#c62828; color:white; padding:1px 4px; border-radius:2px;&quot;>Attaque</span></strong> Piochez 1 carte et +1 à l'attaque. Si votre passeur est <strong>Miya Osamu</strong> et votre attaquant est <strong>Miya Atsumu</strong>, pendant le prochain tour adverse, l'adversaire ne pourra pas jouer d'événements de type <strong><span style=&quot;color:#424242&quot;>Contre</span></strong>."
HV-P02-089;¡Oye, ¿no os dije que mis compañeros eran increíbles?!;Hey, didn't I tell you my teammates were incredible?!;Hé, ne vous ai-je pas dit que mes coéquipiers étaient incroyables ?!;"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span></strong> Desde tu descarte, puedes añadir a tu mano: hasta 1 <strong>Miya Atsumu</strong>, hasta 1 <strong>Miya Osamu</strong> y hasta 1 carta con <strong>Miya</strong> en el nombre. Si añades las 3, descarta 1 carta de tu mano.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span></strong> From your discard pile, you may add to your hand: up to 1 <strong>Miya Atsumu</strong>, up to 1 <strong>Miya Osamu</strong>, and up to 1 card with <strong>Miya</strong> in its name. If you add all 3, discard 1 card from your hand.";"<strong><span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span></strong> Depuis votre défausse, vous pouvez ajouter à votre main : jusqu'à 1 <strong>Miya Atsumu</strong>, jusqu'à 1 <strong>Miya Osamu</strong> et jusqu'à 1 carte avec <strong>Miya</strong> dans son nom. Si vous en ajoutez 3, défaussez 1 carte de votre main."
HV-P02-090;;;;"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Bloqueo</span> <span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span></strong> Roba 1 carta. Elige: </br><strong>· +1 al bloqueo</strong> de un personaje de <strong>Date Kôgyô</strong> con bloqueo de 3. </br><strong>· +1 a la recepción</strong> de tu receptor de <strong>Date Kôgyô</strong>.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Block</span> <span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span></strong> Draw 1 card. Choose: </br><strong>· +1 to the block</strong> of a <strong>Date Kôgyô</strong> character with a block of 3. </br><strong>· +1 to the reception</strong> of your <strong>Date Kôgyô</strong> receiver.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Contre</span> <span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span></strong> Piochez 1 carte. Choisissez : </br><strong>· +1 au contre</strong> d'un personnage du <strong>Date Kôgyô</strong> avec un contre de 3. </br><strong>· +1 à la réception</strong> de votre réceptionneur du <strong>Date Kôgyô</strong>."
HV-P02-091;La defensa más fuerte es el ataque más rápido, eso es el bloqueo;The strongest defense is the fastest attack, that is blocking;La meilleure défense est l'attaque la plus rapide, ça c'est le bloc;"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Bloqueo</span></strong> Roba 1 carta y añade +1 al bloqueo. </br>Si el rival tiene 4 o más cartas de eventos de tipo <strong><span style=color:#c62828>Remate</span></strong> o <strong><span style=color:#2e7d32>Pase</span></strong> en su zona de eventos, añade +6 adicional al bloqueo y si el bloqueo es exitoso: <span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>Bloqueo Ofensivo (7)</strong></span>.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Block</span></strong> Draw 1 card and add +1 to the block. </br>If the opponent has 4 or more <strong><span style=color:#c62828>Spike</span></strong> or <strong><span style=color:#2e7d32>Set</span></strong> type event cards in their event zone, add an additional +6 to the block, and if the block is successful: <span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>Offensive Block (7)</strong></span>.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Contre</span></strong> Piochez 1 carte et ajoutez +1 au contre. </br>Si l'adversaire a 4 cartes événements ou plus de type <strong><span style=color:#c62828>Attaque</span></strong> ou <strong><span style=color:#2e7d32>Passe</span></strong> dans sa zone d'événements, ajoutez +6 supplémentaire au contre, et si le contre réussit : <span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>Contre Offensif (7)</strong></span>."
HV-P02-092;La muralla del año que viene no caerá jamás;Next year's wall will never fall;Le mur de l'année prochaine ne tombera jamais;"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Bloqueo</span> <span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Recepción</span></strong> Roba 1 carta. Si tu bloqueador central es de <strong>Date Kôgyô</strong> de año 3, puedes añadir a tu mano 1 personaje de <strong>Date Kôgyô</strong> de año 1 o 2 desde tu campo. Si lo haces, descarta 1 carta de tu mano.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Block</span> <span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Reception</span></strong> Draw 1 card. If your middle blocker is from <strong>Date Kôgyô</strong> and year 3, you may add to your hand 1 <strong>Date Kôgyô</strong> character of year 1 or 2 from your field. If you do, discard 1 card from your hand.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Contre</span> <span style=&quot;background:#1565c0; color:white; padding:1px 4px; border-radius:2px;&quot;>Réception</span></strong> Piochez 1 carte. Si votre contreur central est du <strong>Date Kôgyô</strong> et de 3e année, vous pouvez ajouter à votre main 1 personnage du <strong>Date Kôgyô</strong> de 1re ou 2e année depuis votre terrain. Si vous le faites, défaussez 1 carte de votre main."
HV-P02-093;Bloqueo en grupo coordinado;Coordinated group block;Bloc en groupe coordonné;"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Bloqueo</span></strong> Roba 1 carta y añade +1 al bloqueo. </br>Si hay 2 o más personajes de <strong>Date Kôgyô</strong> en tu bloqueo y el bloqueo es exitoso: <span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>Bloqueo Ofensivo (5)</strong></span>. </br>Si hay 3, además el próximo receptor rival tendrá <strong>-1 a su recepción</strong>.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Block</span></strong> Draw 1 card and add +1 to the block. </br>If there are 2 or more <strong>Date Kôgyô</strong> characters in your block and the block is successful: <span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>Offensive Block (5)</strong></span>. </br>If there are 3, additionally the opponent's next receiver will have <strong>-1 to their reception</strong>.";"<strong><span style=&quot;background:#424242; color:white; padding:1px 4px; border-radius:2px;&quot;>Contre</span></strong> Piochez 1 carte et ajoutez +1 au contre. </br>S'il y a 2 personnages du <strong>Date Kôgyô</strong> ou plus dans votre contre et que le contre réussit : <span style=&quot;background:#29b6f6; color:white; padding:1px 4px; border-radius:2px;&quot;><strong>Contre Offensif (5)</strong></span>. </br>S'il y en a 3, le prochain réceptionneur adverse aura également <strong>-1 à sa réception</strong>."
